YJL065C,DLS1,Protein DLS1,,3390,29,hart et al 135
YJL066C,MPM1,Hypothetical 28.5 kDa protein in SMC3-MRPL8 intergenic region,,3390,0,hart et al 342
YJL069C,UTP18,U3 small nucleolar RNA-associated protein 18,,9570,60,hart et al 4
YJL070C,,Uncharacterized deaminase YJL070C,,1100,63,hart et al 209
YJL072C,PSF2,DNA replication complex GINS protein PSF2,,0,-115,hart et al 85
YJL074C,SMC3,Structural maintenance of chromosomes protein 3,,2660,217,hart et al 79
YJL076W,NET1,Nucleolar protein NET1,,1590,43,_group867
YJL080C,SCP160,Protein SCP160,,0,183,hart et al 140
YJL081C,ARP4,Actin-like protein 4,,1070,86,hart et al 9
YJL084C,ALY2,Uncharacterized protein YJL084C,,49.2,3,hart et al 80
YJL085W,EXO70,Exocyst complex component EXO70,2B1E,4280,12,hart et al 42
YJL089W,SIP4,Protein SIP4,,0,20,_group299
YJL090C,DPB11,DNA replication regulator DPB11,,540,19,_group232
YJL092W,SRS2,ATP-dependent DNA helicase SRS2,,5190,42,_group55
YJL093C,TOK1,Outward-rectifier potassium channel TOK1,,,,_group513
YJL095W,BCK1,Serine/threonine-protein kinase BCK1/SLK1/SSP31,,112,0,_group468
YJL097W,PHS1,Protein PHS1,,0,-147,doubleton34
YJL098W,SAP185,SIT4-associating protein SAP185,,11200,60,hart et al 56
YJL100W,LSB6,Phosphatidylinositol 4-kinase LSB6,,56.9,-1051,_group492
YJL104W,PAM16,Mitochondrial import inner membrane translocase subunit TIM16,2GUZ,3180,2275,_group530
YJL106W,IME2,Meiosis induction protein kinase IME2/SME1,,,,_group535
YJL107C,,Uncharacterized protein YJL107C,,1480,100,_group793
YJL109C,UTP10,U3 small nucleolar RNA-associated protein 10,,18200,12,hart et al 4
YJL110C,GZF3,Protein GZF3,,319,23,_group487
YJL111W,CCT7,T-complex protein 1 subunit eta,,,,hart et al 331
YJL112W,MDV1,Mitochondrial division protein 1,2PQN,3730,25,_group708
YJL115W,ASF1,Anti-silencing protein 1,1ROC,6230,123,hart et al 17
YJL122W,ALB1,Uncharacterized protein YJL122W,,4780,56,hart et al 172
YJL124C,LSM1,Sm-like protein LSm1,,3490,76,hart et al 21
YJL125C,GCD14,tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRM61,,7220,905,hart et al 232
YJL128C,PBS2,MAP kinase kinase PBS2,2VKN,2160,36,hart et al 193
YJL130C,URA2,Protein URA1,,11000,22,_group931
YJL135W,,Hypothetical 12.4 kDa protein in RPS21B-MRS3 intergenic region,,,,_group903
YJL137C,GLG2,Glycogen synthesis initiator protein GLG2,,981,6,hart et al 145
YJL138C,TIF2,ATP-dependent RNA helicase eIF4A,"1QDE,1FUK",,,hart et al 75
YJL140W,RPB4,DNA-directed RNA polymerase II 32 kDa polypeptide,1Y14,,,hart et al 1
YJL141C,YAK1,Dual specificity protein kinase YAK1,,,,_group411
YJL143W,TIM17,Mitochondrial import inner membrane translocase subunit TIM17,,1210,91,_group530
YJL144W,,Hypothetical 11.7 kDa protein in IDS2-MPI2 intergenic region,,149,15,hart et al 199
YJL146W,IDS2,IME2-dependent-signaling protein,,1850,0,hart et al 130
YJL148W,RPA34,Uncharacterized protein YJL148W,,3360,-525,hart et al 1
YJL149W,DAS1,F-box protein YJL149W,,195,3,_group673
YJL154C,VPS35,Vacuolar protein sorting-associated protein 35,,2360,320,hart et al 73
YJL155C,6-bisphosphatase,Fructose-2,,1680,41,hart et al 237
YJL157C,FAR1,Cyclin-dependent kinase inhibitor FAR1,,238,10,_group3
YJL159W,HSP150,150 kDa heat shock glycoprotein precursor,,14600,8,_group853
YJL164C,TPK1,cAMP-dependent protein kinase type 1,1FOT,4320,-171,hart et al 97
YJL168C,H3 lysine-36 specific,Histone-lysine N-methyltransferase,"1E0N,2C5Z",217,2,_group97
YJL172W,CPS1,Carboxypeptidase S,,721,9,_group840
YJL173C,RFA3,Replication factor-A protein 3,,4280,3196,hart et al 34
YJL176C,SWI3,Transcription regulatory protein SWI3,2FQ3,3150,72,hart et al 6
YJL179W,PFD1,Prefoldin subunit 1,,721,0,hart et al 50
YJL180C,mitochondrial precursor,Protein ATP12,,6370,178,hart et al 274
YJL183W,6-mannosyltransferase MNN11,Probable alpha-1,,3480,8,hart et al 36
YJL184W,GON7,Uncharacterized protein YJL184W,,2180,-84,hart et al 96
YJL187C,SWE1,Mitosis inhibitor protein kinase SWE1,,0,88,_group183
YJL194W,CDC6,Cell division control protein 6,,,,_group673
YJL199C,MBB1,Hypothetical 12.5 kDa protein in PRP21-UBP12 intergenic region,,,,doubleton36
YJL203W,PRP21,Pre-mRNA-splicing factor PRP21,,2490,-172,hart et al 12
YJL204C,RCY1,Recyclin-1,,2700,0,hart et al 2
YJL208C,NUC1,Mitochondrial nuclease,,3870,40,hart et al 164
YJL210W,PEX2,Peroxisomal biogenesis factor 2,,339,0,_group650
YJR002W,MPP10,U3 small nucleolar ribonucleoprotein protein MPP10,,,,hart et al 4
YJR005W,APL1,AP-2 complex subunit beta,,1670,34,_group712
YJR006W,POL31,DNA polymerase delta small subunit,,626,43,hart et al 160
YJR007W,SUI2,Eukaryotic translation initiation factor 2 subunit alpha,2A19,17100,42,hart et al 26
YJR010C-A,SPC1,Signal peptidase complex subunit SPC1,,5550,135,doubleton33
YJR011C,,Hypothetical 30.5 kDa protein in SPC1-ILV3 intergenic region,,2560,68,hart et al 59
YJR012C,,Hypothetical 23.2 kDa protein in SPC1-ILV3 intergenic region,,538,419,_group650
YJR014W,TMA22,Density-regulated protein homolog,,21600,0,hart et al 216
YJR017C,ESS1,Peptidyl-prolyl cis-trans isomerase ESS1,,4400,-299,_group97
YJR022W,LSM8,U6 snRNA-associated Sm-like protein LSm8,,1440,-685,hart et al 12
YJR031C,GEA1,ARF guanine-nucleotide exchange factor 1,1RE0,2940,-137,_group794
YJR032W,CPR7,Peptidyl-prolyl cis-trans isomerase CYP7,,3230,41,_group240
YJR033C,RAV1,Regulator of V-ATPase in vacuolar membrane protein 1,,149,-3757,hart et al 35
YJR035W,RAD26,DNA repair and recombination protein RAD26,,0,-68,_group894
YJR041C,URB2,Nucleolar preribosomal-associated protein 2,,1660,32,hart et al 318
YJR042W,NUP85,Nucleoporin NUP85,,7920,173,hart et al 58
YJR043C,POL32,DNA polymerase subunit delta 3,,2410,76,hart et al 160
YJR045C,mitochondrial precursor,Heat shock protein SSC1,,,,hart et al 340
YJR049C,UTR1,NAD(+) kinase,,5040,16,hart et al 384
YJR050W,ISY1,Pre-mRNA-splicing factor ISY1,,1990,17,hart et al 292
YJR051W,OSM1,Osmotic growth protein 1,,432,18,hart et al 13
YJR052W,RAD7,DNA repair protein RAD7,,937,37,hart et al 303
YJR053W,BFA1,Mitotic check point protein BFA1,,1380,38,hart et al 285
YJR054W,,Uncharacterized vacuolar membrane protein YJR054W,,538,0,_group1106
YJR058C,APS2,AP-2 complex subunit sigma,,1390,145,hart et al 129
YJR059W,PTK2,Serine/threonine-protein kinase PTK2/STK2,,1420,50,_group1106
YJR060W,CBF1,Centromere-binding protein 1,,6890,38,_group673
YJR062C,NTA1,Protein N-terminal amidase,,1640,55,hart et al 2
YJR063W,RPA12,DNA-directed RNA polymerase I 13.7 kDa polypeptide,,8450,90,hart et al 1
YJR064W,CCT5,T-complex protein 1 subunit epsilon,,,,hart et al 74
YJR065C,ARP3,Actin-like protein 3,,6650,0,hart et al 46
YJR066W,TOR1,Serine/threonine-protein kinase TOR1,1W1N,589,5,_group31
YJR067C,YAE1,Hypothetical 16.1 kDa protein in TOR1-RFC2 intergenic region,,1500,-385,_group886
YJR068W,RFC2,Replication factor C subunit 2,1SXJ,4610,31,hart et al 48
YJR070C,LIA1,Hypothetical 36.2 kDa protein in HAM1-PEM2 intergenic region,,39900,63,_group397
YJR072C,NPA3,ATPase NPA3,,15200,141,_group222
YJR073C,OPI3,Methylene-fatty-acyl-phospholipid synthase,,5890,203,_group1065
YJR074W,MOG1,Nuclear import protein MOG1,1EQ6,2840,29,hart et al 77
YJR075W,HOC1,Putative glycosyltransferase HOC1,,7160,8,hart et al 36
YJR076C,CDC11,Cell division control protein 11,,9280,62,hart et al 47
YJR082C,EAF6,Chromatin modification-related protein EAF6,,504,184,hart et al 49
YJR083C,ACF4,Hypothetical 35.5 kDa protein in MIR1-STE18 intergenic region,,1140,57,_group1013
YJR084W,CSN12,Cop9 signalosome complex subunit 12,,1510,25,_group341
YJR086W,STE18,Guanine nucleotide-binding protein subunit gamma,,5550,0,_group1028
YJR087W,,Hypothetical 13.1 kDa protein in STE18-GRR1 intergenic region,,,,_group1
YJR089W,BIR1,Protein BIR1,,,,_group673
YJR090C,GRR1,SCF E3 ubiquitin ligase complex F-box protein GRR1,,,,hart et al 27
YJR091C,JSN1,Protein JSN1,,784,43,_group793
YJR092W,BUD4,Bud site selection protein 4,,1600,0,hart et al 47
YJR093C,FIP1,Pre-mRNA polyadenylation factor FIP1,,1310,72,hart et al 11
YJR094C,IME1,Meiosis-inducing protein 1,,,,_group535
YJR101W,RSM26,Hypothetical 30.2 kDa protein in YUH1-URA8 intergenic region,,2060,93,hart et al 3
YJR102C,VPS25,Vacuolar protein sorting-associated protein 25,1XB4,,,hart et al 188
YJR104C,SOD1,Superoxide dismutase [Cu-Zn],1F1G,519000,-404,hart et al 182
YJR109C,CPA2,Carbamoyl-phosphate synthase arginine-specific large chain,,18000,7,hart et al 244
YJR112W,NNF1,Kinetochore-associated protein NNF1,,2070,170,hart et al 101
YJR113C,RSM7,Putative 40S ribosomal protein YJR113C,,1340,38,hart et al 3
YJR120W,,Putative uncharacterized protein YJR120W precursor,,,,hart et al 2
YJR121W,mitochondrial precursor,ATP synthase subunit beta,2HLD,164000,6627,hart et al 185
YJR123W,RPS5,40S ribosomal protein S5,,,,_group332
YJR125C,ENT3,Epsin-3,,,,_group458
YJR132W,NMD5,Nonsense-mediated mRNA decay protein 5,,13500,61,_group10
YJR134C,SGM1,Hypothetical 81.2 kDa protein in NMD5-HOM6 intergenic region,,300,1950,_group911
YJR135C,MCM22,Central kinetochore subunit MCM22,,1030,-150,hart et al 24
YJR135W-A,TIM8,Mitochondrial import inner membrane translocase subunit TIM8,3CJH,,,_group530
YJR136C,,Hypothetical 48.6 kDa protein in NMD5-HOM6 intergenic region,,1470,151,doubleton37
YJR137C,ECM17,Sulfite reductase [NADPH] subunit beta,,2900,125,doubleton23
YJR145C,RPS4A,40S ribosomal protein S4,,573,53,hart et al 69
YJR148W,cytosolic,Branched-chain-amino-acid aminotransferase,,25900,0,hart et al 315
YKL002W,DID4,DOA4-independent degradation protein 4,2V6X,,,_group714
YKL006C-A,SFT1,Protein transport protein SFT1,,0,16,_group701
YKL007W,CAP1,F-actin capping protein subunit alpha,,4380,-202,hart et al 100
YKL009W,MRT4,mRNA turnover protein 4,,18200,73,hart et al 30
YKL010C,UFD4,Ubiquitin fusion degradation protein 4,,7380,11,hart et al 288
YKL011C,mitochondrial precursor,Cruciform cutting endonuclease 1,,0,65,hart et al 122
YKL012W,PRP40,Pre-mRNA-processing protein PRP40,"1O6W,2B7E",,,hart et al 14
YKL013C,ARC19,ARP2/3 complex 20 kDa subunit,,9020,-224,hart et al 46
YKL014C,URB1,Nucleolar preribosomal-associated protein 1,,5890,45,hart et al 318
YKL016C,mitochondrial,ATP synthase D chain,,6820,16,hart et al 329
YKL018W,SWD2,COMPASS component SWD2,,704,26,hart et al 11
YKL019W,RAM2,Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit,,396,26,hart et al 167
YKL020C,SPT23,Protein SPT23,,432,34,_group893
YKL022C,CDC16,Anaphase-promoting complex subunit CDC16,,2750,66,hart et al 23
YKL023W,,Hypothetical 32.3 kDa protein in URA6-CDC16 intergenic region,,1730,44,hart et al 109
YKL025C,PAN3,PAB-dependent poly(A)-specific ribonuclease subunit PAN3,,1600,36,hart et al 233
YKL028W,TFA1,Transcription initiation factor IIE subunit alpha,,35900,28,hart et al 124
YKL029C,mitochondrial precursor,NAD-dependent malic enzyme,,10500,29,_group797
YKL033W,,Hypothetical 118.9 kDa protein in PTM1-IXR1 intergenic region,,721,0,doubleton37
YKL034W,TUL1,Transmembrane ubiquitin ligase 1,,,,_group740
YKL035W,UGP1,UTP--glucose-1-phosphate uridylyltransferase,2I5K,17200,57,hart et al 195
YKL036C,,Hypothetical 14.9 kDa protein in PTM1-IXR1 intergenic region,,,,_group942
YKL038W,RGT1,Probable transcriptional regulatory protein YKL038W,,195,14,_group260
YKL040C,mitochondrial precursor,NifU-like protein,,11300,117,doubleton38
YKL041W,VPS24,Vacuolar protein sorting-associated protein 24,,1890,-77,_group714
YKL042W,SPC42,Spindle pole body component SPC42,2Q6Q,,,_group169
YKL043W,PHD1,Putative transcription factor PHD1,,1420,14,_group1106
YKL045W,PRI2,DNA primase large subunit,,,,hart et al 106
YKL048C,ELM1,Serine/threonine-protein kinase ELM1,,149,42,_group1106
YKL049C,CSE4,Histone H3-like centromeric protein CSE4,,,,_group673
YKL051W,SFK1,Protein SFK1,,0,57,doubleton39
YKL052C,ASK1,DASH complex subunit ASK1,,2840,3,hart et al 41
YKL056C,TMA19,Translationally-controlled tumor protein homolog,,27800,166,_group948
YKL057C,NUP120,Nucleoporin NUP120,,,,hart et al 58
YKL058W,TOA2,Transcription initiation factor IIA small subunit,1NH2,3910,170,hart et al 259
YKL059C,MPE1,Protein MPE1,,1130,33,hart et al 11
YKL060C,FBA1,Fructose-bisphosphate aldolase,,1.02e+06,104,hart et al 31
YKL061W,,Hypothetical 13.5 kDa protein in MSN4-FBA1 intergenic region,,1240,54,hart et al 254
YKL067W,YNK1,Nucleoside diphosphate kinase,,7130,-1033,_group835
YKL068W,NUP100,Nucleoporin NUP100/NSP100,,358,20,_group10
YKL072W,STB6,Protein STB6,,211,25,_group807
YKL073W,LHS1,Heat shock protein 70 homolog LHS1 precursor,,137,0,_group928
YKL074C,MUD2,Splicing factor MUD2,,4170,74,hart et al 262
YKL075C,,Hypothetical 52.1 kDa protein in SMY1-MUD2 intergenic region,,98.9,46,_group233
YKL078W,DHR2,Probable ATP-dependent RNA helicase DHR2,,721,46,hart et al 156
YKL079W,SMY1,Kinesin-related protein SMY1,,1920,21,_group3
YKL080W,VMA5,Vacuolar ATP synthase subunit C,1U7L,21100,53,hart et al 35
YKL081W,TEF4,Elongation factor 1-gamma 2,,102000,105,hart et al 118
YKL082C,RRP14,Hypothetical 50.5 kDa protein in MDH1-VMA5 intergenic region,,,,_group526
YKL086W,SRX1,Sulfiredoxin,,538,16,_group3
YKL087C,CYT2,Cytochrome c1 heme lyase,,,,_group948
YKL088W,,Uncharacterized protein YKL088W,,2940,59,hart et al 358
YKL089W,MIF2,Protein MIF2,,465,75,_group673
YKL095W,YJU2,32.3 kDa protein in CWP1-MBR1 intergenic region,,2250,76,hart et al 16
YKL101W,HSL1,Probable serine/threonine-protein kinase YKL101W,,,,_group183
YKL103C,LAP4,Vacuolar aminopeptidase 1 precursor,,5730,119,hart et al 181
YKL104C,GFA1,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],,14300,31,hart et al 178
YKL108W,SLD2,DNA replication regulator SLD2,,656,0,_group232
YKL109W,HAP4,Transcriptional activator HAP4,,,,_group316
YKL110C,KTI12,Protein KTI12,,5260,0,_group97
YKL112W,ABF1,Transcription factor BAF1,,4820,2,_group281
YKL113C,RAD27,Structure-specific endonuclease RAD27,,6120,-135,hart et al 317
YKL114C,APN1,DNA-(apurinic or apyrimidinic site) lyase 1,,7250,60,_group801
YKL116C,PRR1,Probable serine/threonine-protein kinase YKL116C,,1510,58,_group1106
YKL117W,SBA1,Co-chaperone protein SBA1,2CG9,33700,280,_group240
YKL119C,VPH2,Vacuolar ATPase assembly integral membrane protein VPH2,,2030,30,hart et al 35
YKL122C,SRP21,Signal recognition particle subunit SRP21,,3400,325,hart et al 54
YKL125W,RRN3,RNA polymerase I-specific transcription initiation factor RRN3,,138,31,_group377
YKL126W,YPK1,Serine/threonine-protein kinase YPK1,,2950,30,hart et al 364
YKL129C,MYO3,Myosin-3,1RUW,155,0,hart et al 33
YKL130C,SHE2,Uncharacterized protein YKL130C,1XLY,4070,2258,hart et al 33
YKL135C,APL2,AP-1 complex subunit beta-1,,2690,71,hart et al 68
YKL138C-A,HSK3,DASH complex subunit HSK3,,,,_group454
YKL139W,CTK1,CTD kinase subunit alpha,,125,22,hart et al 152
YKL141W,mitochondrial precursor,Succinate dehydrogenase cytochrome B subunit,,238,24,_group657
YKL142W,MRP8,Mitochondrial 40S ribosomal protein MRP8,,1550,48,hart et al 82
YKL143W,LTV1,Low-temperature viability protein LTV1,,589,0,hart et al 89
YKL144C,RPC25,DNA-directed RNA polymerase III 25 kDa polypeptide,2CKZ,752,142,hart et al 1
YKL145W,RPT1,26S protease regulatory subunit 7 homolog,,105,9,hart et al 2
YKL148C,mitochondrial precursor,Succinate dehydrogenase [ubiquinone] flavoprotein subunit,,10400,62,_group657
YKL149C,DBR1,Lariat debranching enzyme,,1130,20,hart et al 383
YKL152C,GPM1,Phosphoglycerate mutase 1,1QHF,172000,-738,hart et al 31
YKL154W,SRP102,Signal recognition particle receptor subunit beta,2GED,8250,51,hart et al 299
YKL155C,RSM22,Hypothetical 72.2 kDa protein in RPS27A-GPM1 intergenic region,,1900,47,hart et al 3
YKL160W,ELF1,Transcription elongation factor 1,,5860,119,_group942
YKL164C,PIR1,Protein PIR1 precursor,,1170,2,hart et al 352
YKL165C,MCD4,GPI ethanolamine phosphate transferase 1,,0,657,hart et al 2
YKL166C,TPK3,cAMP-dependent protein kinase type 3,,1590,24,hart et al 97
YKL167C,mitochondrial precursor,60S ribosomal protein MRP49,,,,hart et al 8
YKL172W,EBP2,rRNA-processing protein EBP2,,,,hart et al 30
YKL173W,SNU114,114 kDa U5 small nuclear ribonucleoprotein component,,300,52,hart et al 12
YKL175W,ZRT3,Uncharacterized protein YKL175W,,,,_group1065
YKL177W,,Hypothetical 12.3 kDa protein in STE3-GIN10 intergenic region,,,,doubleton30
YKL180W,RPL17A,60S ribosomal protein L17-A,,,,_group897
YKL181W,PRS1,Ribose-phosphate pyrophosphokinase 1,,11700,44,_group503
YKL182W,FAS1,Fatty acid synthase subunit beta,"2PFF,2PFF",91800,-66,hart et al 325
YKL183W,LOT5,Uncharacterized protein YKL183W,,5930,114,_group910
YKL185W,ASH1,Transcriptional regulatory protein ASH1,,1800,2,_group1106
YKL186C,MTR2,mRNA transport regulator MTR2,1OF5,,,_group1022
YKL188C,PXA2,Peroxisomal long-chain fatty acid import protein 1,,,,hart et al 21
YKL189W,HYM1,Protein HYM1,,1280,19,_group527
YKL190W,CNB1,Calcineurin subunit B,,,,hart et al 155
YKL191W,DPH2,Diphthamide biosynthesis protein 2,,3490,448,hart et al 71
YKL193C,SDS22,Protein phosphatase 1 regulatory subunit SDS22,,3870,89,hart et al 11
YKL196C,YKT6,Synaptobrevin homolog YKT6,3BW6,,,hart et al 266
YKL197C,PEX1,Peroxisome biosynthesis protein PAS1,,2100,57,_group1051
YKL203C,TOR2,Serine/threonine-protein kinase TOR2,,,,_group31
YKL204W,EAP1,Protein EAP1,,3240,25,hart et al 75
YKL205W,LOS1,Protein LOS1,,3490,25,_group479
YKL206C,ADD66,Hypothetical 30.7 kDa protein in STE6-LOS1 intergenic region,,2940,-647,hart et al 168
YKL210W,UBA1,Ubiquitin-activating enzyme E1 1,,17700,114,hart et al 247
YKL211C,TRP3,Anthranilate synthase component 2,,13400,518,hart et al 231
YKL213C,DOA1,Protein DOA1,,6800,23,hart et al 202
YKL214C,YRA2,Probable RNA-binding protein YKL214C,,1310,247,_group322
YKL215C,,Uncharacterized protein YKL215C,,3180,0,hart et al 256
YKR001C,VPS1,Vacuolar protein sorting-associated protein 1,,5960,79,hart et al 61
YKR002W,PAP1,Poly(A) polymerase,2HHP,17100,23,hart et al 11
YKR006C,mitochondrial precursor,60S ribosomal protein L13,,1360,68,hart et al 8
YKR007W,MEH1,Uncharacterized protein YKR007W,,2740,88,_group658
YKR008W,RSC4,Chromatin structure-remodeling complex protein RSC4,2R0Y,8570,55,hart et al 6
YKR010C,TOF2,Topoisomerase 1-associated factor 2,,339,0,_group787
YKR014C,YPT52,GTP-binding protein YPT52,,9380,773,hart et al 113
YKR018C,,Uncharacterized protein YKR018C,,1770,19,hart et al 376
YKR020W,VPS51,Vacuolar protein sorting-associated protein 51,2C5K,319,0,_group28
YKR022C,NTR2,Pre-mRNA-splicing factor NTR2,,892,0,hart et al 206
YKR025W,RPC37,Hypothetical 32.1 kDa protein in DBP7-GCN3 intergenic region,,1590,43,hart et al 1
YKR026C,GCN3,Translation initiation factor eIF-2B subunit alpha,,8970,-73,hart et al 26
YKR027W,BCH2,Hypothetical 88.0 kDa protein in GCN3-SAP190 intergenic region,,2540,20,hart et al 146
YKR028W,SAP190,SIT4-associating protein SAP190,,,,hart et al 56
YKR029C,SET3,SET domain-containing protein 3,,623,3,hart et al 29
YKR030W,GMH1,Protein GMH1,,,,_group794
YKR034W,DAL80,Nitrogen regulatory protein DAL80,,,,_group487
YKR035C,OPI8,Hypothetical 23.2 kDa protein in DAL80-GAP1 intergenic region,,,,doubleton32
YKR036C,CAF4,WD repeat protein YKR036C,2PQR,589,34,_group361
YKR037C,SPC34,DASH complex subunit SPC34,,0,172,hart et al 41
YKR038C,KAE1,Putative glycoprotein endopeptidase KAE1,,1270,279,hart et al 96
YKR039W,GAP1,General amino-acid permease GAP1,,,,doubleton14
YKR048C,NAP1,Nucleosome assembly protein,2AYU,8070,108,hart et al 39
YKR055W,RHO4,Protein RHO4,,,,_group3
YKR059W,TIF1,ATP-dependent RNA helicase eIF4A,,106000,-1505,hart et al 75
YKR060W,UTP30,Hypothetical 31.6 kDa protein in TIF1-KTR2 intergenic region,,3060,26,hart et al 4
YKR062W,TFA2,Transcription initiation factor IIE subunit beta,,1150,30,hart et al 124
YKR066C,mitochondrial precursor,Cytochrome c peroxidase,2EUT,6730,-410,doubleton28
YKR068C,BET3,Transport protein particle 22 kDa subunit,3CUE,2370,44,hart et al 25
YKR071C,DRE2,Hypothetical 38.5 kDa protein in MET1-SIS2 intergenic region,,1050,59,hart et al 276
YKR072C,SIS2,Protein SIS2,,3750,38,_group373
YKR078W,,Hypothetical 68.3 kDa protein in SIS2-MTD1 intergenic region,,1270,-1826,_group1106
YKR079C,TRZ1,Ribonuclease Z,,2710,48,hart et al 164
YKR081C,RPF2,Ribosome biogenesis protein RPF2,,32400,166,hart et al 30
YKR082W,NUP133,Nucleoporin NUP133,,3060,15,hart et al 162
YKR083C,DAD2,DASH complex subunit DAD2,,279,0,hart et al 41
YKR084C,HBS1,Elongation factor 1 alpha-like protein,,2750,43,doubleton40
YKR085C,mitochondrial precursor,60S ribosomal protein L20,,358,82,hart et al 8
YKR086W,PRP16,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,,1250,4,_group257
YKR089C,TGL4,Lipase 4,,195,17,_group1106
YKR090W,PXL1,Paxillin-like protein 1,,1310,98,_group1106
YKR091W,SRL3,Protein SRL3,,,,_group1106
YKR092C,SRP40,Suppressor protein SRP40,,12900,206,_group937
YKR094C,RPL40B,60S ribosomal protein L40,,28200,-77,_group458
YKR095W,MLP1,Protein MLP1,,2710,0,_group169
YKR099W,BAS1,Myb-like DNA-binding protein BAS1,,861,2,_group582
YKR101W,SIR1,Regulatory protein SIR1,1Z1A,,,_group111
YLL001W,DNM1,Dynamin-related protein DNM1,,9620,31,_group708
YLL002W,RTT109,Regulator of Ty1 transposition protein 109,,1140,150,hart et al 235
YLL003W,SFI1,Protein SFI1,"2DOQ,2GV5",,,_group169
YLL004W,ORC3,Origin recognition complex subunit 3,,,,hart et al 65
YLL008W,DRS1,ATP-dependent RNA helicase DRS1,,,,hart et al 20
YLL010C,PSR1,Phosphatase PSR1,,5620,758,hart et al 165
YLL011W,SOF1,Protein SOF1,,6620,29,hart et al 4
YLL016W,SDC25,Guanine nucleotide exchange factor SDC25,,,,_group715
YLL017W,SDC25,Guanine nucleotide exchange factor SDC25,,,,_group1158
YLL021W,SPA2,Protein SPA2,,274,-162,hart et al 269
YLL022C,HIF1,HAT1-interacting factor 1,,4550,188,hart et al 17
YLL024C,SSA2,Heat shock protein SSA2,,364000,0,hart et al 150
YLL026W,HSP104,Heat shock protein 104,,32800,61,hart et al 256
YLL027W,ISA1,Iron sulfur assembly protein 1,,125,85,doubleton38
YLL034C,RIX7,Ribosome biogenesis ATPase RIX7,,4490,20,hart et al 44
YLL036C,PRP19,Pre-mRNA-splicing factor 19,2BAY,11700,253,hart et al 16
YLL039C,UBI4,Ubiquitin,1WR1,0,13,_group228
YLL041C,mitochondrial precursor,Succinate dehydrogenase [ubiquinone] iron-sulfur protein,,9540,0,_group657
YLL042C,ATG10,Autophagy-related protein 10,,,,_group403
YLL045C,RPL8B,60S ribosomal protein L8-B,,80200,80,hart et al 57
YLL048C,YBT1,ATP-dependent bile acid permease,,3000,0,hart et al 315
YLL050C,COF1,Cofilin,1CFY,19600,-226,_group521
YLL051C,FRE6,Ferric reductase transmembrane component 6 precursor,,,,_group1065
YLL059C,,,,,,doubleton41
YLR002C,NOC3,Nucleolar complex-associated protein 3,,11700,44,hart et al 20
YLR005W,SSL1,Suppressor of stem-loop protein 1,,2340,16,hart et al 53
YLR006C,SSK1,Osomolarity two-component system protein SSK1,,1200,11,hart et al 126
YLR007W,NSE1,Non-structural maintenance of chromosomes element 1,,,,_group368
YLR008C,PAM18,Mitochondrial import inner membrane translocase subunit TIM14,2GUZ,,,_group530
YLR009W,RLP24,Ribosome biogenesis protein RLP24,,,,_group897
YLR010C,TEN1,Telomere length regulation protein TEN1,,,,_group508
YLR015W,BRE2,COMPASS component BRE2,,1310,33,hart et al 52
YLR016C,PML1,Pre-mRNA leakage protein 1,,1470,40,_group1025
YLR019W,PSR2,Probable phosphatase PSR2,,,,hart et al 165
YLR024C,UBR2,E3 ubiquitin-protein ligase UBR2,,49.2,0,hart et al 351
YLR025W,SNF7,Vacuolar sorting protein SNF7,,3270,324,hart et al 324
YLR026C,SED5,Integral membrane protein SED5,"1MQS,1PD0",300,49,hart et al 379
YLR028C,ADE16,Bifunctional purine biosynthesis protein ADE16,,7700,59,hart et al 180
YLR032W,RAD5,DNA repair protein RAD5,,1520,84,_group298
YLR033W,RSC58,Chromatin structure remodeling complex protein RSC58,,4460,46,hart et al 6
YLR035C,MLH2,DNA mismatch repair protein MLH2,,71.6,21,hart et al 169
YLR035C-A,,,,217,0,_group1106
YLR039C,RIC1,Protein RIC1,,78.6,54,hart et al 141
YLR043C,TRX1,Thioredoxin I,2I9H,8580,0,_group524
YLR044C,PDC1,Pyruvate decarboxylase isozyme 1,1PVD,8970,29,hart et al 31
YLR045C,STU2,Protein STU2,2QK1,1660,19,_group494
YLR048W,RPS0B,40S ribosomal protein S0-B,,60900,0,_group946
YLR051C,FCF2,rRNA-processing protein FCF2,,,,_group947
YLR052W,IES3,Ino eighty subunit 3,,2280,65,hart et al 9
YLR053C,,Putative uncharacterized protein YLR053C,,,,_group948
YLR055C,SPT8,Transcription factor SPT8,,8430,-541,hart et al 7
YLR060W,FRS1,Phenylalanyl-tRNA synthetase beta chain,,5440,44,hart et al 208
YLR065C,,UPF0372 protein YLR065C,,,,doubleton25
YLR067C,mitochondrial precursor,Protein PET309,,1160,46,_group582
YLR071C,RGR1,RNA polymerase II mediator complex subunit 14,,319,61,hart et al 5
YLR074C,BUD20,Bud site selection protein 20,,5630,49,hart et al 281
YLR075W,RPL10,60S ribosomal protein L10,,,,hart et al 63
YLR078C,BOS1,Protein transport protein BOS1,,,,_group701
YLR079W,SIC1,Protein SIC1,,768,33,hart et al 43
